cluster_id,n_voxels,peak_value,peak_i,peak_j,peak_k,peak_x,peak_y,peak_z,com_x,com_y,com_z,HO_cortical_label,HO_subcortical_label,best_label
68,4,1.0,11,69,33,-69.90447190403938,23.346474029123783,-8.823638916015625,-69.42702645808458,23.868053009733558,-8.323638916015625,,,
69,5,1.0,11,70,41,-69.99273663759232,25.344525434076786,7.176361083984375,-66.88412694334984,27.483800067007536,6.776361083984369,,,
70,1,1.0,11,71,35,-70.08100137114525,27.34257683902979,-4.823638916015625,-70.08100137114525,27.34257683902979,-4.823638916015625,,,
71,2,1.0,11,72,42,-70.16926610469818,29.340628243982792,9.176361083984375,-70.16926610469818,29.340628243982792,10.176361083984375,,,
72,1,1.0,11,73,47,-70.25753083825111,31.338679648935795,19.176361083984375,-70.25753083825111,31.338679648935795,19.176361083984375,,,
73,2,1.0,11,76,22,-70.52232503890991,37.332833863794804,-30.823638916015625,-69.52330178022385,37.37696612253785,-30.823638916015625,,,
74,1,1.0,11,79,48,-70.78711923956871,43.32698807865381,21.176361083984375,-70.78711923956871,43.32698807865381,21.176361083984375,,,
75,3,1.0,11,81,43,-70.96364870667458,47.32309088855982,11.176361083984375,-71.05191344022751,49.32114229351282,11.176361083984375,,,
76,1,1.0,11,81,47,-70.96364870667458,47.32309088855982,19.176361083984375,-70.96364870667458,47.32309088855982,19.176361083984375,,,
77,6,1.0,11,87,42,-71.49323710799217,59.311399318277836,9.176361083984375,-68.48145654300848,59.11078752701479,11.176361083984375,,,
78,1,1.0,12,29,45,-64.37583604454994,-56.48731765151024,15.176361083984375,-64.37583604454994,-56.48731765151024,15.176361083984375,Angular Gyrus,Left Cerebral Cortex,Angular Gyrus
79,1,1.0,12,37,51,-65.0819539129734,-40.502906411886215,27.176361083984375,-65.0819539129734,-40.502906411886215,27.176361083984375,"Supramarginal Gyrus, anterior division",Left Cerebral Cortex,"Supramarginal Gyrus, anterior division"
80,3,1.0,12,39,29,-65.25848338007927,-36.50680360198021,-16.823638916015625,-63.31928001840909,-35.086504814525455,-16.15697224934896,"Middle Temporal Gyrus, posterior division",Left Cerebral Cortex,"Middle Temporal Gyrus, posterior division"
81,2,1.0,12,40,54,-65.3467481136322,-34.508752197027206,33.176361083984375,-64.30359248816967,-35.46364564076066,33.176361083984375,"Supramarginal Gyrus, anterior division",Left Cerebral Cortex,"Supramarginal Gyrus, anterior division"
82,3,1.0,12,41,62,-65.43501284718513,-32.5107007920742,49.176361083984375,-64.1324034134547,-31.785840645432458,48.509694417317704,,,
83,13,1.0,12,44,15,-65.69980704784393,-26.516546577215195,-44.823638916015625,-57.79588571190834,-24.16543710231781,-44.05440814678485,,,
84,2,1.0,12,44,61,-65.69980704784393,-26.516546577215195,47.176361083984375,-64.70078378915787,-26.472414318472147,47.176361083984375,,,
85,1,1.0,12,47,40,-65.96460124850273,-20.522392362356186,5.176361083984375,-65.96460124850273,-20.522392362356186,5.176361083984375,"Superior Temporal Gyrus, posterior division",Left Cerebral Cortex,"Superior Temporal Gyrus, posterior division"
86,2,1.0,12,48,37,-66.05286598205566,-18.524340957403183,-0.823638916015625,-66.09699834883213,-17.52531525492668,-0.823638916015625,"Superior Temporal Gyrus, posterior division",Left Cerebral Cortex,"Superior Temporal Gyrus, posterior division"
87,2,1.0,12,48,44,-66.05286598205566,-18.524340957403183,13.176361083984375,-65.09797509014606,-17.481182996183634,14.176361083984375,Postcentral Gyrus,Left Cerebral Cortex,Postcentral Gyrus
88,1,1.0,12,51,35,-66.31766018271446,-12.530186742544174,-4.823638916015625,-66.31766018271446,-12.530186742544174,-4.823638916015625,"Superior Temporal Gyrus, posterior division",Left Cerebral Cortex,"Superior Temporal Gyrus, posterior division"
89,4,1.0,12,55,36,-66.6707191169262,-4.5379811227321625,-2.823638916015625,-66.1932736709714,-4.016402142122388,-1.823638916015625,,,
90,1,1.0,12,57,42,-66.84724858403206,-0.5418783128261566,9.176361083984375,-66.84724858403206,-0.5418783128261566,9.176361083984375,,,
91,1,1.0,12,58,24,-66.93551331758499,1.4561730921268463,-26.823638916015625,-66.93551331758499,1.4561730921268463,-26.823638916015625,,,
92,5,1.0,12,58,37,-66.93551331758499,1.4561730921268463,-0.823638916015625,-65.40768789052963,3.125225830078122,-1.2236389160156307,,,
93,1,1.0,12,58,48,-66.93551331758499,1.4561730921268463,21.176361083984375,-66.93551331758499,1.4561730921268463,21.176361083984375,,,
94,1,1.0,12,64,32,-67.46510171890259,13.444481521844864,-10.823638916015625,-67.46510171890259,13.444481521844864,-10.823638916015625,,,
95,4,1.0,12,70,22,-67.99469012022018,25.43278995156288,-30.823638916015625,-67.58344322443008,27.45290748588741,-27.823638916015625,,,
96,1,1.0,12,71,39,-68.08295485377312,27.430841356515884,3.176361083984375,-68.08295485377312,27.430841356515884,3.176361083984375,,,
97,1,1.0,12,74,32,-68.34774905443192,33.42499557137489,-10.823638916015625,-68.34774905443192,33.42499557137489,-10.823638916015625,,,
98,2,1.0,12,75,27,-68.43601378798485,35.423046976327896,-20.823638916015625,-68.48014615476131,36.4220726788044,-21.823638916015625,,,
99,40,1.0,12,78,16,-68.70080798864365,41.417201191186905,-42.823638916015625,-63.56486123800278,45.24759469144047,-43.823638916015625,,,
100,6,1.0,12,79,43,-68.78907272219658,43.41525259613991,11.176361083984375,-64.15638575951257,44.28722027192512,9.509694417317704,,,
101,4,1.0,12,83,23,-69.14213165640831,51.40745821595192,-28.823638916015625,-68.66468621045351,51.929037196561694,-29.823638916015625,,,
102,2,1.0,12,90,45,-69.75998479127884,65.39381805062294,15.176361083984375,-68.76096153259277,65.43795030936599,15.176361083984375,,,
103,1,1.0,13,25,31,-62.02473059296608,-64.39125875383615,-12.823638916015625,-62.02473059296608,-64.39125875383615,-12.823638916015625,,,
104,1,1.0,13,26,45,-62.11299532651901,-62.39320734888315,15.176361083984375,-62.11299532651901,-62.39320734888315,15.176361083984375,,Left Cerebral Cortex,Left Cerebral Cortex
105,3,1.0,13,27,27,-62.201260060071945,-60.39515594393015,-20.823638916015625,-61.594087709983185,-59.033700168132775,-20.823638916015625,,,
106,4,1.0,13,28,19,-62.28952479362488,-58.397104538977146,-36.823638916015625,-62.333657160401344,-57.398078836500645,-35.823638916015625,,,
107,1,1.0,13,39,20,-63.26043686270714,-36.418539084494114,-34.823638916015625,-63.26043686270714,-36.418539084494114,-34.823638916015625,,,
108,7,1.0,13,42,48,-63.525231063365936,-30.424384869635105,21.176361083984375,-59.764136254787445,-31.40220871141979,24.033503941127236,"Supramarginal Gyrus, anterior division",Left Cerebral Cortex,"Supramarginal Gyrus, anterior division"
109,4,1.0,13,43,43,-63.61349579691887,-28.426333464682102,11.176361083984375,-62.15909327566624,-27.36110937409103,9.676361083984375,Planum Temporale,Left Cerebral Cortex,Planum Temporale
110,3,1.0,13,45,51,-63.790025264024734,-24.430230654776096,27.176361083984375,-63.124009758234024,-24.400809148947403,27.843027750651046,"Supramarginal Gyrus, anterior division",Left Cerebral Cortex,"Supramarginal Gyrus, anterior division"
111,1,1.0,13,46,23,-63.87828999757767,-22.432179249823093,-28.823638916015625,-63.87828999757767,-22.432179249823093,-28.823638916015625,"Inferior Temporal Gyrus, posterior division",Left Cerebral Cortex,"Inferior Temporal Gyrus, posterior division"
112,1,1.0,13,48,56,-64.05481946468353,-18.436076439917088,37.176361083984375,-64.05481946468353,-18.436076439917088,37.176361083984375,Postcentral Gyrus,Left Cerebral Cortex,Postcentral Gyrus
113,3,1.0,13,49,19,-64.14308419823647,-16.438025034964085,-36.823638916015625,-62.84047476450603,-15.71316488832234,-36.15697224934896,,,
114,1,1.0,13,51,30,-64.31961366534233,-12.441922225058079,-14.823638916015625,-64.31961366534233,-12.441922225058079,-14.823638916015625,"Middle Temporal Gyrus, posterior division",Left Cerebral Cortex,"Middle Temporal Gyrus, posterior division"
115,3,1.0,13,53,45,-64.4961431324482,-8.445819415152073,15.176361083984375,-64.55498628815015,-7.113785145183414,13.176361083984375,Postcentral Gyrus,Left Cerebral Cortex,Postcentral Gyrus
116,2,1.0,13,56,44,-64.760937333107,-2.451665200293064,13.176361083984375,-64.80506969988346,-1.4526394978165627,13.176361083984375,Precentral Gyrus,Left Cerebral Cortex,Precentral Gyrus
117,1,1.0,13,61,49,-65.20226100087166,7.5385918244719505,23.176361083984375,-65.20226100087166,7.5385918244719505,23.176361083984375,,,
118,19,1.0,13,65,52,-65.55531993508339,15.530797444283962,29.176361083984375,-62.165688764107855,19.895168486002262,34.018466347142265,,,
119,1,1.0,13,66,45,-65.64358466863632,17.528848849236965,15.176361083984375,-65.64358466863632,17.528848849236965,15.176361083984375,,,
120,1,1.0,13,69,44,-65.90837886929512,23.523003064095974,13.176361083984375,-65.90837886929512,23.523003064095974,13.176361083984375,,,
121,1,1.0,13,70,47,-65.99664360284805,25.521054469048977,19.176361083984375,-65.99664360284805,25.521054469048977,19.176361083984375,,,
122,2,1.0,13,71,28,-66.08490833640099,27.51910587400198,-18.823638916015625,-65.04175271093845,26.564212430268526,-19.823638916015625,,,
123,1,1.0,13,72,20,-66.17317306995392,29.517157278954983,-34.823638916015625,-66.17317306995392,29.517157278954983,-34.823638916015625,,,
124,1,1.0,13,78,54,-66.70276147127151,41.505465708673,33.176361083984375,-66.70276147127151,41.505465708673,33.176361083984375,,,
125,3,1.0,13,80,23,-66.87929093837738,45.501568518579006,-28.823638916015625,-66.24269701043764,46.19700715939203,-28.15697224934896,,,
126,2,1.0,13,83,25,-67.14408513903618,51.495722733438015,-24.823638916015625,-67.18821750581264,52.49474843591452,-24.823638916015625,,,
127,1,1.0,13,84,39,-67.23234987258911,53.49377413839102,3.176361083984375,-67.23234987258911,53.49377413839102,3.176361083984375,,,
128,2,1.0,13,86,34,-67.40887933969498,57.489876948297024,-6.823638916015625,-67.45301170647144,58.488902650773525,-6.823638916015625,,,
129,4,1.0,13,86,36,-67.40887933969498,57.489876948297024,-2.823638916015625,-67.45301170647144,58.488902650773525,-1.823638916015625,,,
130,3,1.0,13,90,47,-67.76193827390671,65.48208256810904,19.176361083984375,-66.34164252877235,63.54287417481342,20.509694417317704,,,
131,8,1.0,13,93,40,-68.0267324745655,71.47623678296804,5.176361083984375,-66.86621813476086,73.52945351134986,4.426361083984375,,,
132,4,1.0,14,31,60,-60.556272476911545,-52.31468580663204,45.176361083984375,-60.66660339385271,-49.81712155044079,45.676361083984375,,Left Cerebral Cortex,Left Cerebral Cortex
133,1,1.0,14,33,27,-60.73280194401741,-48.318582996726036,-20.823638916015625,-60.73280194401741,-48.318582996726036,-20.823638916015625,"Inferior Temporal Gyrus, temporooccipital part",Left Cerebral Cortex,"Inferior Temporal Gyrus, temporooccipital part"
134,1,1.0,14,35,34,-60.909331411123276,-44.32248018682003,-6.823638916015625,-60.909331411123276,-44.32248018682003,-6.823638916015625,"Middle Temporal Gyrus, temporooccipital part",Left Cerebral Cortex,"Middle Temporal Gyrus, temporooccipital part"
135,1,1.0,14,36,39,-60.99759614467621,-42.32442878186703,3.176361083984375,-60.99759614467621,-42.32442878186703,3.176361083984375,,Left Cerebral Cortex,Left Cerebral Cortex
136,1,1.0,14,36,46,-60.99759614467621,-42.32442878186703,17.176361083984375,-60.99759614467621,-42.32442878186703,17.176361083984375,"Supramarginal Gyrus, posterior division",Left Cerebral Cortex,"Supramarginal Gyrus, posterior division"
137,119,1.0,14,36,61,-60.99759614467621,-42.32442878186703,47.176361083984375,-46.062051606528904,-47.19944944933934,42.050310663816305,"Supramarginal Gyrus, posterior division",Left Cerebral Cortex,"Supramarginal Gyrus, posterior division"
138,3,1.0,14,41,13,-61.43891981244087,-32.33417175710201,-48.823638916015625,-59.38203013936679,-33.577941509584576,-48.823638916015625,,,
139,2,1.0,14,44,25,-61.70371401309967,-26.340017542243004,-24.823638916015625,-61.70371401309967,-26.340017542243004,-23.823638916015625,"Inferior Temporal Gyrus, posterior division",Left Cerebral Cortex,"Inferior Temporal Gyrus, posterior division"
140,2,1.0,14,45,55,-61.7919787466526,-24.34196613729,35.176361083984375,-61.83611111342907,-23.3429404348135,34.176361083984375,"Supramarginal Gyrus, anterior division",Left Cerebral Cortex,"Supramarginal Gyrus, anterior division"
141,1,1.0,14,46,12,-61.880243480205536,-22.343914732336998,-50.823638916015625,-61.880243480205536,-22.343914732336998,-50.823638916015625,,,
142,2,1.0,14,46,49,-61.880243480205536,-22.343914732336998,23.176361083984375,-61.924375846982,-21.344889029860497,23.176361083984375,Postcentral Gyrus,Left Cerebral Cortex,Postcentral Gyrus
143,2,1.0,14,47,43,-61.96850821375847,-20.345863327383995,11.176361083984375,-61.96850821375847,-20.345863327383995,12.176361083984375,Central Opercular Cortex,Left Cerebral Cortex,Central Opercular Cortex
144,2,1.0,14,48,52,-62.0567729473114,-18.347811922430992,29.176361083984375,-61.01361732184887,-19.302705366164446,29.176361083984375,Postcentral Gyrus,Left Cerebral Cortex,Postcentral Gyrus
145,1,1.0,14,49,59,-62.145037680864334,-16.34976051747799,43.176361083984375,-62.145037680864334,-16.34976051747799,43.176361083984375,Postcentral Gyrus,Left Cerebral Cortex,Postcentral Gyrus
146,1,1.0,14,53,48,-62.498096615076065,-8.357554897665977,21.176361083984375,-62.498096615076065,-8.357554897665977,21.176361083984375,Postcentral Gyrus,Left Cerebral Cortex,Postcentral Gyrus
147,3,1.0,14,54,61,-62.586361348629,-6.3595034927129745,47.176361083984375,-61.28375191489856,-5.634643346071229,45.843027750651046,,,
148,1,1.0,14,57,38,-62.851155549287796,-0.36534927785396576,1.176361083984375,-62.851155549287796,-0.36534927785396576,1.176361083984375,,Left Cerebral Cortex,Left Cerebral Cortex
149,1,1.0,14,58,49,-62.93942028284073,1.6327021270990372,23.176361083984375,-62.93942028284073,1.6327021270990372,23.176361083984375,Precentral Gyrus,Left Cerebral Cortex,Precentral Gyrus
150,1,1.0,14,59,27,-63.02768501639366,3.63075353205204,-20.823638916015625,-63.02768501639366,3.63075353205204,-20.823638916015625,,,
151,3,1.0,14,61,39,-63.20421448349953,7.626856341958046,3.176361083984375,-63.23363606135051,8.29287347694239,3.8430277506510464,,,
152,2,1.0,14,63,34,-63.38074395060539,11.622959151864052,-6.823638916015625,-62.33758832514286,10.668065708130598,-6.823638916015625,,,
153,1,1.0,14,63,62,-63.38074395060539,11.622959151864052,49.176361083984375,-63.38074395060539,11.622959151864052,49.176361083984375,,,
154,1,1.0,14,65,43,-63.55727341771126,15.619061961770058,11.176361083984375,-63.55727341771126,15.619061961770058,11.176361083984375,,,
155,1,1.0,14,66,23,-63.64553815126419,17.61711336672306,-28.823638916015625,-63.64553815126419,17.61711336672306,-28.823638916015625,,,
156,2,1.0,14,66,39,-63.64553815126419,17.61711336672306,3.176361083984375,-62.646514892578125,17.66124562546611,2.176361083984375,,,
157,4,1.0,14,67,26,-63.73380288481712,19.615164771676064,-22.823638916015625,-61.80195491760969,21.20196784287691,-22.323638916015625,,,
158,1,1.0,14,68,30,-63.822067618370056,21.613216176629066,-14.823638916015625,-63.822067618370056,21.613216176629066,-14.823638916015625,,,
159,2,1.0,14,68,47,-63.822067618370056,21.613216176629066,19.176361083984375,-62.82304435968399,21.657348435372114,19.176361083984375,,,
160,1,1.0,14,70,32,-63.99859708547592,25.609318986535072,-10.823638916015625,-63.99859708547592,25.609318986535072,-10.823638916015625,,,
161,1,1.0,14,71,30,-64.08686181902885,27.607370391488075,-14.823638916015625,-64.08686181902885,27.607370391488075,-14.823638916015625,,,
162,4,1.0,14,72,58,-64.17512655258179,29.605421796441078,41.176361083984375,-63.69768110662699,30.127000777050853,41.676361083984375,,,
163,1,1.0,14,74,32,-64.35165601968765,33.601524606347084,-10.823638916015625,-64.35165601968765,33.601524606347084,-10.823638916015625,,,
164,1,1.0,14,84,29,-65.23430335521698,53.58203865587711,-16.823638916015625,-65.23430335521698,53.58203865587711,-16.823638916015625,,,
165,2,1.0,15,20,36,-57.58731389045715,-74.20498674362898,-2.823638916015625,-56.58829063177109,-74.16085448488593,-2.823638916015625,,,
166,13,1.0,15,21,45,-57.675578624010086,-72.20693533867598,15.176361083984375,-55.62568014401656,-69.8064373141298,16.4071303147536,,,
167,2,1.0,15,22,39,-57.76384335756302,-70.20888393372297,3.176361083984375,-56.80895246565342,-69.16572597250342,3.176361083984375,"Lateral Occipital Cortex, inferior division",Left Cerebral Cortex,"Lateral Occipital Cortex, inferior division"
168,3,1.0,15,26,21,-58.11690229177475,-62.21667831391096,-32.823638916015625,-56.11885577440262,-62.128413796424866,-32.823638916015625,,,
169,2,1.0,15,33,10,-58.73475542664528,-48.23031847923994,-54.823638916015625,-57.73573216795921,-48.18618622049689,-54.823638916015625,,,
170,23,1.0,15,36,50,-58.99954962730408,-42.23616426438093,25.176361083984375,-54.81191857742227,-40.48443006238212,28.48070891007133,"Supramarginal Gyrus, posterior division",Left Cerebral Cortex,"Supramarginal Gyrus, posterior division"
171,17,1.0,15,37,20,-59.08781436085701,-40.23811285942793,-34.823638916015625,-50.585848198217505,-38.09610810349969,-35.76481538660386,,,
172,2,1.0,15,43,31,-59.617402762174606,-28.24980442970991,-12.823638916015625,-58.66251187026501,-27.206646468490362,-12.823638916015625,"Middle Temporal Gyrus, posterior division",Left Cerebral Cortex,"Middle Temporal Gyrus, posterior division"
173,1,1.0,15,44,59,-59.70566749572754,-26.25175302475691,43.176361083984375,-59.70566749572754,-26.25175302475691,43.176361083984375,Postcentral Gyrus,Left Cerebral Cortex,Postcentral Gyrus
174,2,1.0,15,45,62,-59.79393222928047,-24.253701619803905,49.176361083984375,-59.79393222928047,-24.253701619803905,50.176361083984375,Postcentral Gyrus,Left Cerebral Cortex,Postcentral Gyrus
175,3,1.0,15,46,58,-59.882196962833405,-22.255650214850903,41.176361083984375,-57.88415044546127,-22.167385697364807,39.843027750651046,Postcentral Gyrus,Left Cerebral Cortex,Postcentral Gyrus
176,15,1.0,15,53,50,-60.500050097703934,-8.269290380179882,25.176361083984375,-53.8302625656128,-5.171919053792948,24.90969441731771,Postcentral Gyrus,Left Cerebral Cortex,Postcentral Gyrus
